PLAYER,TEAM,AGE,GP,G,FREQ,FGM,FGA,FG%,EFG%,2FG FREQ,2FGM,2FGA,2FG%,3FG FREQ,3PM,3PA,3P%
Jose Calderon,NYK,34,72,58,30.3%,57,137,41.6,46.4,21.5%,44,97,45.4,8.8%,13,40,32.5
Jorge Gutierrez,CHA,27,12,3,45.5%,3,5,60,60,36.4%,3,4,75,9.1%,0,1,0
Jordan Mickey,BOS,21,16,9,63.6%,5,14,35.7,35.7,63.6%,5,14,35.7,0.0%,0,0,-
Jordan McRae,CLE,25,22,12,38.5%,13,30,43.3,43.3,35.9%,13,28,46.4,2.6%,0,2,0
Jordan Hill,IND,28,73,69,35.2%,107,193,55.4,55.4,35.0%,107,192,55.7,0.2%,0,1,0
Jordan Hamilton,NOP,25,11,10,30.2%,14,35,40,40,27.6%,14,32,43.8,2.6%,0,3,0
Jordan Farmar,MEM,29,12,10,41.0%,21,41,51.2,56.1,31.0%,17,31,54.8,10.0%,4,10,40
Jordan Clarkson,LAL,24,79,79,36.9%,175,405,43.2,45.3,31.3%,158,343,46.1,5.7%,17,62,27.4
Jordan Adams,MEM,21,2,2,50.0%,0,3,0,0,50.0%,0,3,0,0.0%,0,0,-
Jonathon Simmons,SAS,26,55,41,44.4%,57,107,53.3,54.7,41.5%,54,100,54,2.9%,3,7,42.9
Jonas Valanciunas,TOR,24,59,59,48.0%,151,252,59.9,59.9,48.0%,151,252,59.9,0.0%,0,0,-
Jonas Jerebko,BOS,29,77,52,29.4%,35,83,42.2,42.2,27.3%,35,77,45.5,2.1%,0,6,0
Jon Leuer,PHX,27,67,58,35.9%,86,167,51.5,52.1,34.4%,84,160,52.5,1.5%,2,7,28.6
Johnny O'Bryant III,MIL,23,66,40,33.0%,27,69,39.1,39.1,33.0%,27,69,39.1,0.0%,0,0,-
John Wall,WAS,25,77,76,33.7%,192,454,42.3,44.1,30.3%,176,408,43.1,3.4%,16,46,34.8
John Jenkins,PHX,25,43,29,35.0%,28,56,50,51.8,27.5%,26,44,59.1,7.5%,2,12,16.7
John Henson,MIL,25,57,50,59.1%,104,172,60.5,60.5,59.1%,104,172,60.5,0.0%,0,0,-
Joffrey Lauvergne,DEN,24,59,49,35.9%,80,136,58.8,58.8,35.6%,80,135,59.3,0.3%,0,1,0
Joel Anthony,DET,33,19,3,50.0%,3,5,60,60,50.0%,3,5,60,0.0%,0,0,-
Joe Young,IND,24,41,28,33.7%,22,57,38.6,40.4,29.6%,20,50,40,4.1%,2,7,28.6
Joe Johnson,MIA,35,81,78,34.1%,124,293,42.3,44.7,29.4%,110,252,43.7,4.8%,14,41,34.1
Joe Ingles,UTA,28,81,43,22.3%,28,65,43.1,49.2,12.0%,20,35,57.1,10.3%,8,30,26.7
Jodie Meeks,DET,28,3,2,25.0%,1,5,20,20,25.0%,1,5,20,0.0%,0,0,-
Joakim Noah,CHI,31,29,27,45.5%,23,60,38.3,38.3,45.5%,23,60,38.3,0.0%,0,0,-
Jimmy Butler,CHI,26,67,67,41.8%,214,432,49.5,51.2,37.7%,200,390,51.3,4.1%,14,42,33.3
Jimmer Fredette,SAS,27,6,1,20.0%,0,1,0,0,20.0%,0,1,0,0.0%,0,0,-
Jerryd Bayless,MIL,27,52,50,35.1%,66,153,43.1,51.6,20.9%,40,91,44,14.2%,26,62,41.9
Jerian Grant,NYK,23,76,60,36.6%,61,143,42.7,44.4,31.2%,56,122,45.9,5.4%,5,21,23.8
Jeremy Lin,CHA,27,78,76,37.0%,116,268,43.3,44.6,32.3%,109,234,46.6,4.7%,7,34,20.6
Jeremy Lamb,CHA,24,66,61,43.5%,113,222,50.9,54.1,35.3%,99,180,55,8.2%,14,42,33.3
Jeremy Evans,DAL,28,30,8,29.2%,10,14,71.4,71.4,27.1%,10,13,76.9,2.1%,0,1,0
Jerami Grant,PHI,22,77,67,34.3%,101,205,49.3,50.2,32.6%,97,195,49.7,1.7%,4,10,40
Jeff Withey,UTA,26,51,29,38.9%,32,63,50.8,50.8,38.9%,32,63,50.8,0.0%,0,0,-
Jeff Teague,ATL,28,79,78,35.0%,154,344,44.8,45.1,33.4%,152,328,46.3,1.6%,2,16,12.5
Jeff Green,LAC,29,80,74,35.4%,132,291,45.4,46.2,32.3%,127,266,47.7,3.0%,5,25,20
Jeff Ayres,LAC,29,17,4,30.4%,2,7,28.6,28.6,30.4%,2,7,28.6,0.0%,0,0,-
Jason Thompson,TOR,29,47,25,41.5%,25,44,56.8,56.8,40.6%,25,43,58.1,0.9%,0,1,0
Jason Terry,HOU,38,72,57,33.2%,54,124,43.5,52.8,15.0%,31,56,55.4,18.2%,23,68,33.8
Jason Smith,ORL,30,75,48,18.6%,38,91,41.8,42.3,18.4%,37,90,41.1,0.2%,1,1,100
Jarrett Jack,BKN,32,32,32,49.4%,69,176,39.2,42.3,38.2%,58,136,42.6,11.2%,11,40,27.5
Jarnell Stokes,MEM,22,7,2,40.0%,2,2,100,100,40.0%,2,2,100,0.0%,0,0,-
Jarell Martin,MEM,22,27,17,44.8%,20,52,38.5,38.5,44.0%,20,51,39.2,0.9%,0,1,0
Jarell Eddie,WAS,24,26,4,18.4%,1,7,14.3,21.4,7.9%,0,3,0,10.5%,1,4,25
Jared Sullinger,BOS,24,80,74,26.8%,108,214,50.5,50.5,26.3%,108,210,51.4,0.5%,0,4,0
Jared Dudley,WAS,30,81,48,18.3%,42,89,47.2,50.6,14.6%,36,71,50.7,3.7%,6,18,33.3
Jared Cunningham,CLE,25,44,17,30.8%,9,32,28.1,28.1,26.9%,9,28,32.1,3.8%,0,4,0
James Young,BOS,20,28,5,25.0%,3,9,33.3,38.9,13.9%,2,5,40,11.1%,1,4,25
James Michael McAdoo,GSW,23,41,17,40.5%,30,68,44.1,44.1,40.5%,30,68,44.1,0.0%,0,0,-
James Jones,CLE,35,48,24,30.0%,18,42,42.9,54.8,15.0%,8,21,38.1,15.0%,10,21,47.6
James Johnson,TOR,29,56,40,37.0%,45,87,51.7,52.3,34.9%,44,82,53.7,2.1%,1,5,20
James Harden,HOU,26,82,82,47.6%,364,768,47.4,53.9,31.3%,264,506,52.2,16.2%,100,262,38.2
James Ennis III,NOP,25,22,11,31.0%,18,35,51.4,54.3,26.5%,16,30,53.3,4.4%,2,5,40
James Anderson,SAC,27,50,25,28.6%,23,50,46,47,25.7%,22,45,48.9,2.9%,1,5,20
Jameer Nelson,DEN,34,39,33,32.9%,29,101,28.7,31.7,23.5%,23,72,31.9,9.4%,6,29,20.7
Jamal Crawford,LAC,36,79,78,47.3%,177,444,39.9,44.7,32.9%,134,309,43.4,14.4%,43,135,31.9
Jahlil Okafor,PHI,20,53,53,46.8%,186,363,51.2,51.2,46.6%,186,361,51.5,0.3%,0,2,0
Jae Crowder,BOS,25,72,71,33.7%,120,269,44.6,47.8,26.2%,103,209,49.3,7.5%,17,60,28.3
Jabari Parker,MIL,21,76,75,38.5%,185,345,53.6,53.8,38.2%,184,342,53.8,0.3%,1,3,33.3
JaVale McGee,DAL,28,34,29,43.3%,35,58,60.3,60.3,43.3%,35,58,60.3,0.0%,0,0,-
JaMychal Green,MEM,26,78,58,29.9%,75,147,51,51.7,29.3%,73,144,50.7,0.6%,2,3,66.7
JaKarr Sampson,DEN,23,73,60,42.9%,61,136,44.9,45.2,41.6%,60,132,45.5,1.3%,1,4,25
JR Smith,CLE,30,77,76,35.7%,112,302,37.1,43.5,21.0%,73,178,41,14.6%,39,124,31.5
JJ Redick,LAC,32,75,73,33.6%,139,295,47.1,54.7,22.5%,94,198,47.5,11.0%,45,97,46.4
JJ Hickson,WAS,27,35,25,47.7%,37,74,50,50,47.7%,37,74,50,0.0%,0,0,-
J.J. Barea,DAL,32,74,71,37.5%,124,265,46.8,48.7,31.7%,114,224,50.9,5.8%,10,41,24.4
Ish Smith,PHI,27,77,72,43.1%,162,416,38.9,40.3,39.4%,151,380,39.7,3.7%,11,36,30.6
Isaiah Thomas,BOS,27,81,81,44.0%,244,600,40.7,45.5,30.3%,186,413,45,13.7%,58,187,31
Isaiah Canaan,PHI,25,77,62,30.1%,75,218,34.4,42.9,14.8%,38,107,35.5,15.3%,37,111,33.3
Iman Shumpert,CLE,26,54,40,27.7%,32,84,38.1,39.3,21.8%,30,66,45.5,5.9%,2,18,11.1
Ian Mahinmi,IND,29,71,66,43.7%,135,195,69.2,69.2,43.7%,135,195,69.2,0.0%,0,0,-
Ian Clark,GSW,25,66,38,37.1%,35,75,46.7,50,32.2%,30,65,46.2,5.0%,5,10,50
Hollis Thompson,PHI,25,77,71,31.9%,76,215,35.3,39.1,20.1%,60,136,44.1,11.7%,16,79,20.3
Henry Sims,BKN,26,14,12,44.2%,15,34,44.1,44.1,44.2%,15,34,44.1,0.0%,0,0,-
Hassan Whiteside,MIA,27,73,73,43.8%,190,298,63.8,63.8,43.8%,190,298,63.8,0.0%,0,0,-
Harrison Barnes,GSW,24,66,64,27.2%,81,172,47.1,47.7,25.6%,79,162,48.8,1.6%,2,10,20
Greivis Vasquez,MIL,29,23,22,33.3%,18,46,39.1,40.2,24.6%,17,34,50,8.7%,1,12,8.3
Greg Smith,MIN,25,18,7,40.6%,8,13,61.5,61.5,40.6%,8,13,61.5,0.0%,0,0,-
Greg Monroe,MIL,26,79,79,41.3%,225,388,58,58,41.3%,225,388,58,0.0%,0,0,-
Gorgui Dieng,MIN,26,82,71,34.4%,109,199,54.8,55,34.3%,108,198,54.5,0.2%,1,1,100
Gordon Hayward,UTA,26,80,80,31.5%,165,379,43.5,46.2,26.5%,145,318,45.6,5.1%,20,61,32.8
Goran Dragic,MIA,30,72,70,35.3%,145,309,46.9,48.7,32.2%,134,282,47.5,3.1%,11,27,40.7
Glenn Robinson,IND,22,45,25,29.1%,21,44,47.7,51.1,24.5%,18,37,48.6,4.6%,3,7,42.9
Giannis Antetokounmpo,MIL,21,80,80,41.6%,240,420,57.1,57.4,40.9%,238,413,57.6,0.7%,2,7,28.6
Gerald Henderson,POR,28,72,65,34.7%,78,183,42.6,44,31.5%,73,166,44,3.2%,5,17,29.4
Gerald Green,MIA,30,69,61,38.9%,93,228,40.8,45.4,27.3%,72,160,45,11.6%,21,68,30.9
George Hill,IND,30,74,71,30.6%,94,226,41.6,44.2,25.1%,82,185,44.3,5.6%,12,41,29.3
Gary Neal,WAS,31,40,36,35.8%,50,116,43.1,44.4,30.9%,47,100,47,4.9%,3,16,18.8
Gary Harris,DEN,21,76,74,35.7%,138,273,50.5,52.9,30.1%,125,230,54.3,5.6%,13,43,30.2
Garrett Temple,WAS,30,80,57,23.2%,52,117,44.4,46.2,19.8%,48,100,48,3.4%,4,17,23.5
Frank Kaminsky,CHA,23,81,68,29.1%,73,153,47.7,48,28.8%,72,151,47.7,0.4%,1,2,50
Festus Ezeli,GSW,26,46,42,48.9%,59,111,53.2,53.2,48.9%,59,111,53.2,0.0%,0,0,-
Evan Turner,BOS,27,80,76,45.2%,157,337,46.6,46.9,44.1%,155,329,47.1,1.1%,2,8,25
Evan Fournier,ORL,23,78,77,28.7%,137,263,52.1,53.2,25.5%,131,234,56,3.2%,6,29,20.7
Ersan Ilyasova,ORL,29,74,70,32.4%,89,214,41.6,43.5,27.7%,81,183,44.3,4.7%,8,31,25.8
Erick Green,DEN,25,9,2,38.5%,1,5,20,20,23.1%,1,3,33.3,15.4%,0,2,0
Eric Moreland,SAC,24,7,2,33.3%,1,2,50,50,33.3%,1,2,50,0.0%,0,0,-
Eric Gordon,NOP,27,45,42,30.1%,60,166,36.1,38,26.0%,54,143,37.8,4.2%,6,23,26.1
Eric Bledsoe,PHX,26,31,31,35.2%,76,173,43.9,44.2,32.6%,75,160,46.9,2.6%,1,13,7.7
Enes Kanter,OKC,24,82,78,43.1%,197,307,64.2,64.2,42.8%,197,305,64.6,0.3%,0,2,0
Emmanuel Mudiay,DEN,20,68,67,38.4%,124,347,35.7,37.5,33.0%,112,298,37.6,5.4%,12,49,24.5
Elliot Williams,CHA,27,5,2,20.0%,0,2,0,0,20.0%,0,2,0,0.0%,0,0,-
Elijah Millsap,UTA,28,20,8,28.2%,1,11,9.1,9.1,23.1%,1,9,11.1,5.1%,0,2,0
Elfrid Payton,ORL,22,72,71,37.9%,123,273,45.1,45.2,36.3%,122,262,46.6,1.5%,1,11,9.1
Edy Tavares,ATL,24,11,6,63.2%,7,12,58.3,58.3,63.2%,7,12,58.3,0.0%,0,0,-
Ed Davis,POR,27,81,65,40.2%,82,133,61.7,61.7,40.2%,82,133,61.7,0.0%,0,0,-
E'Twaun Moore,CHI,27,59,51,39.1%,75,152,49.3,50.7,36.0%,71,140,50.7,3.1%,4,12,33.3
Dwyane Wade,MIA,34,74,74,51.2%,264,606,43.6,43.6,50.2%,263,594,44.3,1.0%,1,12,8.3
Dwight Powell,DAL,24,69,46,34.5%,59,102,57.8,57.8,33.8%,59,100,59,0.7%,0,2,0
Dwight Howard,HOU,30,71,69,52.0%,192,311,61.7,61.7,51.8%,192,310,61.9,0.2%,0,1,0
Duje Dukan,SAC,24,1,1,20.0%,0,2,0,0,20.0%,0,2,0,0.0%,0,0,-
Drew Gooden,WAS,34,30,17,25.2%,10,26,38.5,38.5,22.3%,10,23,43.5,2.9%,0,3,0
Draymond Green,GSW,26,81,75,32.8%,140,267,52.4,53.2,31.2%,136,254,53.5,1.6%,4,13,30.8
Doug McDermott,CHI,24,81,73,33.2%,101,213,47.4,50.2,27.0%,89,173,51.4,6.2%,12,40,30
Donatas Motiejunas,HOU,25,37,29,33.3%,29,68,42.6,42.6,33.3%,29,68,42.6,0.0%,0,0,-
Donald Sloan,BKN,28,61,52,37.8%,54,132,40.9,44.3,29.5%,45,103,43.7,8.3%,9,29,31
Dirk Nowitzki,DAL,38,75,75,44.3%,212,493,43,44.6,38.8%,196,431,45.5,5.6%,16,62,25.8
Dion Waiters,OKC,24,78,73,32.5%,97,229,42.4,44.8,27.1%,86,191,45,5.4%,11,38,28.9
Dewayne Dedmon,ORL,26,58,34,43.5%,45,77,58.4,58.4,43.5%,45,77,58.4,0.0%,0,0,-
Devyn Marble,ORL,23,28,13,31.0%,7,22,31.8,31.8,25.4%,7,18,38.9,5.6%,0,4,0
Devin Harris,DAL,33,64,55,33.9%,56,126,44.4,47.6,27.2%,48,101,47.5,6.7%,8,25,32
Devin Booker,PHX,19,76,68,41.8%,161,362,44.5,47,34.3%,143,297,48.1,7.5%,18,65,27.7
Derrick Williams,NYK,25,80,65,32.4%,99,183,54.1,56.6,27.8%,90,157,57.3,4.6%,9,26,34.6
Derrick Rose,CHI,27,66,65,44.6%,210,467,45,46.1,40.8%,199,427,46.6,3.8%,11,40,27.5
Derrick Favors,UTA,24,62,61,32.8%,155,266,58.3,58.3,32.6%,155,264,58.7,0.2%,0,2,0
Deron Williams,DAL,32,65,65,38.0%,112,294,38.1,41.5,29.4%,92,227,40.5,8.7%,20,67,29.9
Dennis Schroder,ATL,22,80,76,36.2%,131,282,46.5,47.9,34.1%,123,266,46.2,2.1%,8,16,50
Delon Wright,TOR,24,27,16,47.5%,18,38,47.4,47.4,45.0%,18,36,50,2.5%,0,2,0
DeMarre Carroll,TOR,29,26,26,40.7%,41,110,37.3,40.9,30.7%,33,83,39.8,10.0%,8,27,29.6
DeMarcus Cousins,SAC,25,64,63,35.4%,225,464,48.5,48.7,34.5%,223,452,49.3,0.9%,2,12,16.7
DeMar DeRozan,TOR,26,77,77,49.4%,294,670,43.9,45.1,46.2%,278,627,44.3,3.2%,16,43,37.2
DeJuan Blair,WAS,27,29,18,47.1%,13,32,40.6,40.6,47.1%,13,32,40.6,0.0%,0,0,-
DeAndre Jordan,LAC,27,77,75,47.4%,168,240,70,70,47.2%,168,239,70.3,0.2%,0,1,0
David West,SAS,35,78,60,22.8%,65,102,63.7,63.7,22.4%,65,100,65,0.4%,0,2,0
David Lee,DAL,33,54,50,54.2%,101,179,56.4,56.4,53.9%,101,178,56.7,0.3%,0,1,0
Darrun Hilliard,DET,23,38,24,36.6%,13,48,27.1,28.1,29.0%,12,38,31.6,7.6%,1,10,10
Darren Collison,SAC,28,73,72,34.8%,135,267,50.6,52.2,29.9%,126,229,55,5.0%,9,38,23.7
Darrell Arthur,DEN,28,70,49,25.2%,49,123,39.8,40.2,24.2%,48,118,40.7,1.0%,1,5,20
Dante Cunningham,NOP,29,80,63,29.4%,54,121,44.6,45.9,24.5%,51,101,50.5,4.9%,3,20,15
Danny Green,SAS,29,79,66,25.4%,56,142,39.4,44.4,17.5%,42,98,42.9,7.9%,14,44,31.8
Danilo Gallinari,DEN,27,53,53,38.3%,114,268,42.5,45,31.2%,101,218,46.3,7.2%,13,50,26
Damjan Rudez,MIN,30,33,12,24.2%,7,15,46.7,53.3,9.7%,5,6,83.3,14.5%,2,9,22.2
Damien Inglis,MIL,21,20,6,18.9%,4,7,57.1,57.1,18.9%,4,7,57.1,0.0%,0,0,-
Damian Lillard,POR,25,75,75,37.0%,209,544,38.4,42.9,25.6%,160,376,42.6,11.4%,49,168,29.2
Dahntay Jones,CLE,35,1,1,57.1%,4,8,50,50,57.1%,4,8,50,0.0%,0,0,-
D.J. Augustin,DEN,28,62,47,38.0%,53,133,39.8,44.4,26.9%,41,94,43.6,11.1%,12,39,30.8
D'Angelo Russell,LAL,20,80,79,38.8%,160,370,43.2,45,30.8%,147,294,50,8.0%,13,76,17.1
Cristiano Felicio,CHI,23,31,15,40.3%,16,29,55.2,55.2,38.9%,16,28,57.1,1.4%,0,1,0
Courtney Lee,CHA,30,79,74,29.6%,94,189,49.7,51.6,25.5%,87,163,53.4,4.1%,7,26,26.9
Cory Joseph,TOR,24,79,74,39.3%,99,225,44,44.4,37.5%,97,215,45.1,1.7%,2,10,20
Cory Jefferson,PHX,25,8,5,36.4%,4,8,50,50,36.4%,4,8,50,0.0%,0,0,-
Corey Brewer,HOU,30,82,70,39.6%,93,218,42.7,44,34.9%,87,192,45.3,4.7%,6,26,23.1
Cole Aldrich,LAC,27,60,45,50.7%,66,114,57.9,57.9,50.7%,66,114,57.9,0.0%,0,0,-
Cody Zeller,CHA,23,73,68,43.7%,121,191,63.4,63.4,43.7%,121,191,63.4,0.0%,0,0,-
Clint Capela,HOU,22,77,67,49.2%,116,195,59.5,59.5,49.0%,116,194,59.8,0.3%,0,1,0
Cliff Alexander,POR,20,8,4,70.0%,3,7,42.9,42.9,70.0%,3,7,42.9,0.0%,0,0,-
Cleanthony Early,NYK,25,17,7,27.5%,4,11,36.4,36.4,27.5%,4,11,36.4,0.0%,0,0,-
Christian Wood,PHI,20,17,8,32.1%,12,17,70.6,70.6,32.1%,12,17,70.6,0.0%,0,0,-
Chris Paul,LAC,31,74,74,34.2%,167,381,43.8,45.9,29.1%,151,324,46.6,5.1%,16,57,28.1
Chris McCullough,BKN,21,24,16,24.8%,13,27,48.1,48.1,23.9%,13,26,50,0.9%,0,1,0
Chris Kaman,POR,34,16,8,32.6%,7,14,50,50,30.2%,7,13,53.8,2.3%,0,1,0
Chris Johnson,UTA,26,70,40,33.7%,22,65,33.8,37.7,23.3%,17,45,37.8,10.4%,5,20,25
Chris Copeland,MIL,32,24,7,19.6%,4,10,40,45,9.8%,3,5,60,9.8%,1,5,20
Chris Bosh,MIA,32,53,53,32.5%,120,249,48.2,49.4,28.9%,114,222,51.4,3.5%,6,27,22.2
Chris Andersen,MEM,37,27,18,44.4%,21,32,65.6,65.6,44.4%,21,32,65.6,0.0%,0,0,-
Chase Budinger,PHX,28,66,42,30.5%,39,73,53.4,55.5,24.3%,36,58,62.1,6.3%,3,15,20
Charlie Villanueva,DAL,31,62,43,30.2%,48,99,48.5,52,24.1%,41,79,51.9,6.1%,7,20,35
Charles Hayes,LAC,33,2,1,50.0%,0,1,0,0,50.0%,0,1,0,0.0%,0,0,-
Channing Frye,CLE,33,69,40,22.4%,37,77,48.1,54.5,13.4%,27,46,58.7,9.0%,10,31,32.3
Chandler Parsons,DAL,27,61,60,41.3%,133,268,49.6,54.5,31.4%,107,204,52.5,9.9%,26,64,40.6
Caron Butler,SAC,36,16,9,35.6%,7,21,33.3,33.3,33.9%,7,20,35,1.7%,0,1,0
Carmelo Anthony,NYK,32,72,72,44.9%,254,587,43.3,45.9,37.9%,223,495,45.1,7.0%,31,92,33.7
Carl Landry,PHI,32,36,27,28.1%,46,70,65.7,65.7,28.1%,46,70,65.7,0.0%,0,0,-
Cameron Payne,OKC,21,57,43,35.7%,41,99,41.4,43.4,30.0%,37,83,44.6,5.8%,4,16,25
Cameron Bairstow,DET,25,18,8,30.0%,6,12,50,50,30.0%,6,12,50,0.0%,0,0,-
CJ Wilcox,LAC,25,23,11,25.8%,2,17,11.8,11.8,21.2%,2,14,14.3,4.5%,0,3,0
CJ Watson,ORL,32,33,25,38.0%,17,52,32.7,33.7,31.4%,16,43,37.2,6.6%,1,9,11.1
CJ Miles,IND,29,64,62,36.4%,97,230,42.2,50,19.8%,61,125,48.8,16.6%,36,105,34.3
CJ McCollum,POR,24,80,80,37.2%,227,531,42.7,46.3,29.2%,189,417,45.3,8.0%,38,114,33.3
Bryce Dejean-Jones,NOP,23,14,8,29.0%,7,20,35,45,18.8%,3,13,23.1,10.1%,4,7,57.1
Bryce Cotton,MEM,23,8,2,25.0%,1,2,50,50,25.0%,1,2,50,0.0%,0,0,-
Bruno Caboclo,TOR,20,6,2,16.7%,0,2,0,0,16.7%,0,2,0,0.0%,0,0,-
Brook Lopez,BKN,28,73,73,40.9%,244,472,51.7,51.7,40.9%,244,472,51.7,0.0%,0,0,-
Briante Weber,MIA,23,7,6,48.7%,7,19,36.8,36.8,46.2%,7,18,38.9,2.6%,0,1,0
Brian Roberts,POR,30,51,30,37.2%,29,61,47.5,51.6,32.3%,24,53,45.3,4.9%,5,8,62.5
Brandon Rush,GSW,30,72,35,20.8%,25,54,46.3,49.1,18.5%,22,48,45.8,2.3%,3,6,50
Brandon Knight,PHX,24,52,52,33.3%,147,298,49.3,53,26.8%,125,240,52.1,6.5%,22,58,37.9
Brandon Jennings,ORL,26,48,38,31.4%,37,95,38.9,47.9,18.8%,20,57,35.1,12.5%,17,38,44.7
Brandon Bass,LAL,31,66,56,42.3%,70,134,52.2,52.2,42.0%,70,133,52.6,0.3%,0,1,0
Branden Dawson,LAC,23,6,1,40.0%,1,2,50,50,40.0%,1,2,50,0.0%,0,0,-
Brandan Wright,MEM,28,12,12,42.3%,11,22,50,50,42.3%,11,22,50,0.0%,0,0,-
Bradley Beal,WAS,23,55,54,32.2%,121,257,47.1,48.8,28.6%,112,228,49.1,3.6%,9,29,31
Boris Diaw,SAS,34,76,57,29.5%,66,113,58.4,58.4,29.5%,66,113,58.4,0.0%,0,0,-
Bojan Bogdanovic,BKN,27,79,72,31.5%,103,235,43.8,46.8,25.0%,89,186,47.8,6.6%,14,49,28.6
Bobby Portis,CHI,21,62,52,33.6%,59,146,40.4,40.4,32.6%,59,142,41.5,0.9%,0,4,0
Boban Marjanovic,SAS,27,54,32,52.3%,51,91,56,56,52.3%,51,91,56,0.0%,0,0,-
Blake Griffin,LAC,27,35,34,23.1%,78,139,56.1,56.1,22.6%,78,136,57.4,0.5%,0,3,0
Bismack Biyombo,TOR,23,81,64,46.1%,79,130,60.8,60.8,45.7%,79,129,61.2,0.4%,0,1,0
Beno Udrih,MEM,33,44,36,36.0%,35,71,49.3,50.7,33.5%,33,66,50,2.5%,2,5,40
Ben McLemore,SAC,23,67,57,28.3%,55,127,43.3,45.7,24.1%,49,108,45.4,4.2%,6,19,31.6
Axel Toupane,DEN,23,21,9,24.3%,6,17,35.3,35.3,21.4%,6,15,40,2.9%,0,2,0
Avery Bradley,BOS,25,75,75,39.6%,181,397,45.6,49.2,30.3%,152,304,50,9.3%,29,93,31.2
Austin Rivers,LAC,23,67,61,32.6%,84,168,50,53,27.1%,74,140,52.9,5.4%,10,28,35.7
Arron Afflalo,NYK,30,71,69,53.6%,176,428,41.1,44.4,42.4%,148,338,43.8,11.3%,28,90,31.1
Aron Baynes,DET,29,81,72,40.9%,83,156,53.2,53.2,40.9%,83,156,53.2,0.0%,0,0,-
Archie Goodwin,PHX,21,57,45,39.0%,76,164,46.3,47.6,34.8%,72,146,49.3,4.3%,4,18,22.2
Anthony Tolliver,DET,31,72,26,12.7%,15,42,35.7,44,6.3%,8,21,38.1,6.3%,7,21,33.3
Anthony Morrow,OKC,30,68,46,30.6%,40,102,39.2,47.1,20.1%,24,67,35.8,10.5%,16,35,45.7
Anthony Davis,NOP,23,61,60,38.0%,226,431,52.4,52.7,37.4%,224,424,52.8,0.6%,2,7,28.6
Anthony Brown,LAL,23,29,18,22.4%,8,28,28.6,32.1,12.8%,6,16,37.5,9.6%,2,12,16.7
Anthony Bennett,TOR,23,19,7,34.6%,4,9,44.4,50,30.8%,3,8,37.5,3.8%,1,1,100
Andrew Wiggins,MIN,21,81,81,38.9%,233,503,46.3,46.5,37.6%,231,486,47.5,1.3%,2,17,11.8
Andrew Nicholson,ORL,26,55,37,33.9%,50,104,48.1,48.1,33.6%,50,103,48.5,0.3%,0,1,0
Andrew Goudelock,HOU,27,8,4,45.0%,6,9,66.7,72.2,35.0%,5,7,71.4,10.0%,1,2,50
Andrew Bogut,GSW,31,70,61,47.5%,78,131,59.5,59.5,47.5%,78,131,59.5,0.0%,0,0,-
Andrea Bargnani,BKN,30,46,33,26.0%,36,72,50,50,26.0%,36,72,50,0.0%,0,0,-
Andre Roberson,OKC,24,70,49,34.1%,54,93,58.1,59.1,33.3%,52,91,57.1,0.7%,2,2,100
Andre Miller,SAS,40,39,20,36.8%,22,39,56.4,56.4,36.8%,22,39,56.4,0.0%,0,0,-
Andre Iguodala,GSW,32,65,52,30.4%,49,111,44.1,46.4,24.4%,44,89,49.4,6.0%,5,22,22.7
Andre Drummond,DET,22,81,81,55.0%,312,581,53.7,53.9,54.8%,310,579,53.5,0.2%,2,2,100
Anderson Varejao,GSW,33,53,28,34.7%,14,43,32.6,32.6,34.7%,14,43,32.6,0.0%,0,0,-
Amir Johnson,BOS,29,78,66,44.5%,120,188,63.8,63.8,44.3%,120,187,64.2,0.2%,0,1,0
Amar'e Stoudemire,MIA,33,52,39,42.1%,54,93,58.1,58.1,42.1%,54,93,58.1,0.0%,0,0,-
Alonzo Gee,NOP,29,73,46,33.5%,46,85,54.1,54.1,31.1%,46,79,58.2,2.4%,0,6,0
Allen Crabbe,POR,24,81,75,34.9%,101,235,43,45.1,28.8%,91,194,46.9,6.1%,10,41,24.4
Alexis Ajinca,NOP,28,59,42,39.8%,62,125,49.6,49.6,39.8%,62,125,49.6,0.0%,0,0,-
Alex Len,PHX,23,78,68,37.0%,113,229,49.3,49.3,36.8%,113,228,49.6,0.2%,0,1,0
Alec Burks,UTA,24,31,30,34.7%,43,116,37.1,38.4,32.0%,40,107,37.4,2.7%,3,9,33.3
Alan Williams,PHX,23,10,7,45.8%,4,11,36.4,36.4,45.8%,4,11,36.4,0.0%,0,0,-
Alan Anderson,WAS,33,13,11,54.2%,10,32,31.3,37.5,27.1%,6,16,37.5,27.1%,4,16,25
Al-Farouq Aminu,POR,25,82,63,23.3%,72,167,43.1,46.4,19.2%,61,138,44.2,4.0%,11,29,37.9
Al Jefferson,CHA,31,47,46,45.9%,98,232,42.2,42.2,45.9%,98,232,42.2,0.0%,0,0,-
Al Horford,ATL,30,82,79,26.4%,155,277,56,56.3,25.9%,153,271,56.5,0.6%,2,6,33.3
Adreian Payne,MIN,25,52,28,31.9%,19,46,41.3,43.5,27.8%,17,40,42.5,4.2%,2,6,33.3
Aaron Harrison,CHA,21,21,5,36.8%,1,7,14.3,14.3,26.3%,1,5,20,10.5%,0,2,0
Aaron Gordon,ORL,20,77,68,35.5%,110,205,53.7,53.7,33.8%,110,195,56.4,1.7%,0,10,0
