PLAYER,TEAM,AGE,GP,G,FREQ,FGM,FGA,FG%,EFG%,2FG FREQ,2FGM,2FGA,2FG%,3FG FREQ,3PM,3PA,3P%
Josh Richardson,MIA,22,52,25,16.2%,21,44,47.7,63.6,5.1%,7,14,50,11.0%,14,30,46.7
Josh Smith,HOU,30,55,50,32.7%,36,114,31.6,44.7,6.0%,6,21,28.6,26.6%,30,93,32.3
Jrue Holiday,NOP,26,65,52,12.3%,43,115,37.4,51.3,2.7%,11,25,44,9.6%,32,90,35.6
Julius Randle,LAL,21,81,56,13.8%,40,115,34.8,37.4,11.2%,34,93,36.6,2.6%,6,22,27.3
Justin Anderson,DAL,22,55,29,27.6%,18,48,37.5,45.8,7.5%,10,13,76.9,20.1%,8,35,22.9
Justin Harper,BKN,26,5,2,50.0%,2,5,40,60,0.0%,0,0,-,50.0%,2,5,40
Justin Holiday,CHI,27,53,32,23.8%,26,54,48.1,65.7,4.4%,7,10,70,19.4%,19,44,43.2
Justise Winslow,MIA,20,78,61,25.9%,44,120,36.7,46.7,8.9%,20,41,48.8,17.1%,24,79,30.4
Jusuf Nurkic,DEN,21,32,10,7.5%,8,18,44.4,44.4,6.6%,8,16,50,0.8%,0,2,0
KJ McDaniels,HOU,23,37,15,31.9%,10,23,43.5,58.7,5.6%,3,4,75,26.4%,7,19,36.8
Karl-Anthony Towns,MIN,20,82,72,19.0%,110,219,50.2,55.3,13.9%,88,160,55,5.1%,22,59,37.3
Kawhi Leonard,SAS,25,72,62,14.4%,81,157,51.6,67.8,5.1%,30,56,53.6,9.3%,51,101,50.5
Keith Appling,ORL,24,5,1,12.5%,0,1,0,0,0.0%,0,0,-,12.5%,0,1,0
Kelly Olynyk,BOS,25,68,59,29.2%,70,159,44,62.3,4.2%,12,23,52.2,25.0%,58,136,42.6
Kelly Oubre Jr.,WAS,20,63,27,19.0%,19,40,47.5,70,1.9%,1,4,25,17.1%,18,36,50
Kemba Walker,CHA,26,81,69,12.2%,79,162,48.8,64.8,4.1%,27,54,50,8.1%,52,108,48.1
Kendall Marshall,PHI,24,30,22,29.1%,11,34,32.4,45.6,4.3%,2,5,40,24.8%,9,29,31
Kendrick Perkins,NOP,31,37,5,16.0%,5,12,41.7,41.7,16.0%,5,12,41.7,0.0%,0,0,-
Kenneth Faried,DEN,26,67,33,8.1%,26,51,51,51,8.0%,26,50,52,0.2%,0,1,0
Kent Bazemore,ATL,26,75,72,34.5%,99,249,39.8,53.4,6.8%,31,49,63.3,27.7%,68,200,34
Kentavious Caldwell-Pope,DET,23,76,69,18.4%,70,176,39.8,52,4.7%,27,45,60,13.7%,43,131,32.8
Kevin Durant,OKC,27,72,64,9.6%,62,132,47,58.3,2.9%,32,40,80,6.7%,30,92,32.6
Kevin Garnett,MIN,40,38,27,36.5%,24,42,57.1,57.1,36.5%,24,42,57.1,0.0%,0,0,-
Kevin Love,CLE,27,77,74,30.4%,121,296,40.9,57.4,4.8%,23,47,48.9,25.5%,98,249,39.4
Kevin Martin,SAS,33,55,33,13.6%,26,57,45.6,55.3,6.0%,15,25,60,7.6%,11,32,34.4
Kevin Seraphin,NYK,26,48,18,14.7%,8,30,26.7,26.7,14.7%,8,30,26.7,0.0%,0,0,-
Kevon Looney,GSW,20,5,3,42.9%,2,3,66.7,83.3,14.3%,1,1,100,28.6%,1,2,50
Khris Middleton,MIL,24,79,58,10.2%,66,116,56.9,73.7,3.7%,27,42,64.3,6.5%,39,74,52.7
Kirk Hinrich,ATL,35,46,18,24.8%,14,32,43.8,59.4,5.4%,4,7,57.1,19.4%,10,25,40
Klay Thompson,GSW,26,80,70,17.7%,118,245,48.2,65.9,3.9%,31,54,57.4,13.8%,87,191,45.5
Kobe Bryant,LAL,37,66,47,7.8%,33,87,37.9,48.9,2.3%,14,25,56,5.6%,19,62,30.6
Kosta Koufos,SAC,27,77,18,4.6%,12,20,60,60,4.6%,12,20,60,0.0%,0,0,-
Kostas Papanikolaou,DEN,25,26,9,18.2%,5,12,41.7,58.3,1.5%,1,1,100,16.7%,4,11,36.4
Kris Humphries,ATL,31,53,48,41.2%,46,121,38,48.8,14.6%,20,43,46.5,26.5%,26,78,33.3
Kristaps Porzingis,NYK,20,72,67,19.8%,76,175,43.4,57.4,5.0%,27,44,61.4,14.8%,49,131,37.4
Kyle Anderson,SAS,22,78,38,20.1%,27,59,45.8,53.4,10.5%,18,31,58.1,9.5%,9,28,32.1
Kyle Korver,ATL,35,80,70,23.6%,63,145,43.4,58.3,4.6%,20,28,71.4,19.1%,43,117,36.8
Kyle Lowry,TOR,30,76,65,12.7%,78,149,52.3,71.5,2.7%,21,32,65.6,9.9%,57,117,48.7
Kyle O'Quinn,NYK,26,65,37,19.9%,24,54,44.4,49.1,14.4%,19,39,48.7,5.5%,5,15,33.3
Kyle Singler,OKC,28,68,40,27.6%,20,61,32.8,42.6,7.7%,8,17,47.1,19.9%,12,44,27.3
Kyrie Irving,CLE,24,53,50,14.9%,55,131,42,55.3,4.1%,20,36,55.6,10.8%,35,95,36.8
LaMarcus Aldridge,SAS,30,74,73,24.0%,116,251,46.2,46.2,22.9%,116,239,48.5,1.1%,0,12,0
Lamar Patterson,ATL,24,35,19,48.1%,9,38,23.7,32.9,5.1%,2,4,50,43.0%,7,34,20.6
Lance Stephenson,MEM,25,69,48,17.1%,36,81,44.4,56.8,6.3%,16,30,53.3,10.8%,20,51,39.2
Lance Thomas,NYK,28,59,47,26.4%,40,101,39.6,50,11.8%,19,45,42.2,14.7%,21,56,37.5
Langston Galloway,NYK,24,82,61,19.0%,49,112,43.8,56.7,7.1%,20,42,47.6,11.9%,29,70,41.4
Larry Nance Jr.,LAL,23,63,42,26.0%,36,78,46.2,46.8,24.3%,35,73,47.9,1.7%,1,5,20
Lavoy Allen,IND,27,79,53,21.4%,40,79,50.6,50.6,21.4%,40,79,50.6,0.0%,0,0,-
LeBron James,CLE,31,76,70,13.2%,101,186,54.3,63.7,6.4%,66,91,72.5,6.7%,35,95,36.8
Leandro Barbosa,GSW,33,68,49,23.0%,43,85,50.6,64.1,7.8%,20,29,69,15.1%,23,56,41.1
Lorenzo Brown,DET,25,8,2,8.0%,1,2,50,75,4.0%,0,1,0,4.0%,1,1,100
Lou Amundson,NYK,33,29,6,11.5%,2,6,33.3,33.3,11.5%,2,6,33.3,0.0%,0,0,-
Lou Williams,LAL,29,67,49,14.0%,45,97,46.4,58.2,5.8%,22,40,55,8.2%,23,57,40.4
Luc Mbah a Moute,LAC,29,75,39,26.6%,21,55,38.2,47.3,12.1%,11,25,44,14.5%,10,30,33.3
Lucas Nogueira,TOR,23,29,6,15.9%,4,7,57.1,57.1,13.6%,4,6,66.7,2.3%,0,1,0
Luis Montero,POR,23,12,2,10.5%,1,2,50,50,5.3%,1,1,100,5.3%,0,1,0
Luis Scola,TOR,36,75,56,21.0%,55,124,44.4,60.5,6.1%,15,36,41.7,14.9%,40,88,45.5
Luke Babbitt,NOP,27,47,32,23.9%,30,69,43.5,64.5,1.7%,1,5,20,22.1%,29,64,45.3
Luol Deng,MIA,31,74,67,22.1%,67,165,40.6,53.9,5.6%,23,42,54.8,16.5%,44,123,35.8
Manu Ginobili,SAS,38,58,44,21.0%,44,91,48.4,66.5,3.9%,11,17,64.7,17.1%,33,74,44.6
Marc Gasol,MEM,31,52,48,21.9%,79,155,51,51.6,21.6%,77,153,50.3,0.3%,2,2,100
Marcelo Huertas,LAL,33,53,31,18.7%,11,43,25.6,36,3.5%,2,8,25,15.2%,9,35,25.7
Marcin Gortat,WAS,32,75,29,4.6%,22,35,62.9,62.9,4.5%,22,34,64.7,0.1%,0,1,0
Marco Belinelli,SAC,30,67,56,23.1%,63,145,43.4,56.2,8.0%,26,50,52,15.2%,37,95,38.9
Marcus Morris,DET,26,80,62,14.8%,58,140,41.4,58.2,3.5%,11,33,33.3,11.3%,47,107,43.9
Marcus Smart,BOS,22,61,45,16.3%,30,86,34.9,44.8,3.6%,13,19,68.4,12.7%,17,67,25.4
Marcus Thornton,WAS,29,61,41,15.7%,37,85,43.5,58.2,3.7%,12,20,60,12.0%,25,65,38.5
Mario Chalmers,MIA,30,61,43,17.2%,30,76,39.5,53.9,2.5%,8,11,72.7,14.7%,22,65,33.8
Mario Hezonja,ORL,21,78,51,24.2%,44,100,44,56.5,7.5%,19,31,61.3,16.7%,25,69,36.2
Markel Brown,BKN,24,62,30,17.5%,25,56,44.6,58,5.9%,10,19,52.6,11.6%,15,37,40.5
Markieff Morris,WAS,26,64,52,20.1%,60,144,41.7,53.5,7.0%,26,50,52,13.1%,34,94,36.2
Marreese Speights,GSW,28,72,56,26.6%,56,121,46.3,54.1,16.7%,37,76,48.7,9.9%,19,45,42.2
Marvin Williams,CHA,30,81,71,27.4%,90,204,44.1,62,4.2%,17,31,54.8,23.3%,73,173,42.2
Mason Plumlee,POR,26,82,24,5.6%,23,29,79.3,79.3,5.6%,23,29,79.3,0.0%,0,0,-
Matt Barnes,MEM,36,76,66,23.4%,55,162,34,46,4.0%,16,28,57.1,19.4%,39,134,29.1
Matt Bonner,SAS,36,30,16,49.1%,13,28,46.4,66.1,8.8%,2,5,40,40.4%,11,23,47.8
Matthew Dellavedova,CLE,25,76,62,27.8%,63,142,44.4,63,4.7%,10,24,41.7,23.1%,53,118,44.9
Maurice Harkless,POR,23,78,52,23.7%,29,97,29.9,41.8,3.2%,6,13,46.2,20.5%,23,84,27.4
Metta World Peace,LAL,36,35,24,28.8%,19,51,37.3,51,5.6%,5,10,50,23.2%,14,41,34.1
Meyers Leonard,POR,24,61,58,41.4%,88,180,48.9,65.6,10.1%,28,44,63.6,31.3%,60,136,44.1
Michael Beasley,HOU,27,20,13,7.8%,6,16,37.5,37.5,5.9%,6,12,50,2.0%,0,4,0
Michael Carter-Williams,MIL,24,54,37,12.1%,31,67,46.3,53.7,6.3%,21,35,60,5.8%,10,32,31.3
Michael Kidd-Gilchrist,CHA,22,7,4,14.8%,4,9,44.4,61.1,6.6%,1,4,25,8.2%,3,5,60
Mike Conley,MEM,28,56,52,20.8%,62,145,42.8,54.1,8.2%,29,57,50.9,12.6%,33,88,37.5
Mike Dunleavy,CHI,35,31,25,25.7%,25,48,52.1,74,4.3%,4,8,50,21.4%,21,40,52.5
Mike Miller,DEN,36,47,18,41.9%,8,26,30.8,46.2,0.0%,0,0,-,41.9%,8,26,30.8
Mike Muscala,ATL,24,60,29,34.4%,21,52,40.4,49,13.9%,12,21,57.1,20.5%,9,31,29
Mike Scott,ATL,27,75,59,34.9%,58,131,44.3,61.1,7.2%,14,27,51.9,27.7%,44,104,42.3
Miles Plumlee,MIL,27,61,9,3.9%,5,9,55.6,55.6,3.9%,5,9,55.6,0.0%,0,0,-
Mirza Teletovic,PHX,30,79,55,15.5%,58,120,48.3,67.5,2.3%,12,18,66.7,13.2%,46,102,45.1
Mitch McGary,OKC,24,20,4,17.4%,1,4,25,25,8.7%,1,2,50,8.7%,0,2,0
Mo Williams,CLE,33,41,25,15.9%,25,48,52.1,64.6,6.6%,13,20,65,9.3%,12,28,42.9
Monta Ellis,IND,30,81,72,15.9%,73,162,45.1,57.7,5.6%,32,57,56.1,10.3%,41,105,39
Montrezl Harrell,HOU,22,39,10,12.6%,5,11,45.5,45.5,11.5%,5,10,50,1.1%,0,1,0
Myles Turner,IND,20,60,51,23.2%,56,123,45.5,46.3,21.3%,54,113,47.8,1.9%,2,10,20
Nate Robinson,NOP,32,2,1,100%,0,1,0,0,0.0%,0,0,-,100%,0,1,0
Nazr Mohammed,OKC,38,5,2,40.0%,0,2,0,0,40.0%,0,2,0,0.0%,0,0,-
Nemanja Bjelica,MIN,28,60,35,28.1%,32,66,48.5,72,0.9%,1,2,50,27.2%,31,64,48.4
Nene,WAS,33,57,30,14.8%,28,57,49.1,49.1,14.6%,28,56,50,0.3%,0,1,0
Nerlens Noel,PHI,22,67,50,14.9%,39,87,44.8,45.4,14.5%,38,85,44.7,0.3%,1,2,50
Nick Collison,OKC,35,59,11,11.9%,6,13,46.2,46.2,10.1%,6,11,54.5,1.8%,0,2,0
Nick Young,LAL,31,54,30,12.6%,19,47,40.4,56.4,1.9%,4,7,57.1,10.8%,15,40,37.5
Nicolas Batum,CHA,27,70,65,19.7%,82,172,47.7,59.9,6.8%,40,59,67.8,13.0%,42,113,37.2
Nik Stauskas,PHI,22,73,63,29.0%,59,158,37.3,54.1,2.0%,6,11,54.5,27.0%,53,147,36.1
Nikola Jokic,DEN,21,80,50,15.0%,36,90,40,50.6,5.0%,17,30,56.7,10.0%,19,60,31.7
Nikola Mirotic,CHI,25,66,57,26.3%,64,160,40,56.6,3.6%,11,22,50,22.7%,53,138,38.4
Nikola Vucevic,ORL,25,64,63,17.3%,81,177,45.8,45.8,16.9%,81,173,46.8,0.4%,0,4,0
Noah Vonleh,POR,20,78,47,28.8%,25,80,31.3,35.6,15.8%,18,44,40.9,12.9%,7,36,19.4
Norman Powell,TOR,23,48,26,22.3%,26,51,51,73.5,3.9%,3,9,33.3,18.3%,23,42,54.8
Norris Cole,NOP,27,45,43,18.4%,40,89,44.9,55.6,8.9%,21,43,48.8,9.5%,19,46,41.3
O.J. Mayo,MIL,28,41,25,12.8%,18,41,43.9,58.5,3.1%,6,10,60,9.7%,12,31,38.7
Omer Asik,NOP,29,68,9,5.7%,7,11,63.6,63.6,5.7%,7,11,63.6,0.0%,0,0,-
Omri Casspi,SAC,28,69,64,31.4%,90,195,46.2,65.1,3.4%,16,21,76.2,28.0%,74,174,42.5
Orlando Johnson,NOP,27,7,3,11.8%,2,4,50,62.5,5.9%,1,2,50,5.9%,1,2,50
Otto Porter,WAS,23,75,69,30.3%,97,217,44.7,56.9,11.2%,44,80,55,19.1%,53,137,38.7
PJ Hairston,MEM,23,66,51,25.1%,31,102,30.4,45.1,1.7%,1,7,14.3,23.3%,30,95,31.6
PJ Tucker,PHX,31,82,68,24.7%,58,144,40.3,55.2,5.2%,15,30,50,19.6%,43,114,37.7
Pablo Prigioni,LAC,39,59,34,37.4%,22,55,40,56.4,4.1%,4,6,66.7,33.3%,18,49,36.7
Pat Connaughton,POR,23,34,11,28.6%,4,14,28.6,42.9,4.1%,0,2,0,24.5%,4,12,33.3
Patrick Beverley,HOU,27,71,60,24.9%,73,148,49.3,66.9,4.7%,21,28,75,20.2%,52,120,43.3
Patrick Patterson,TOR,27,78,66,35.9%,75,174,43.1,62.6,2.5%,7,12,58.3,33.4%,68,162,42
Patty Mills,SAS,27,81,71,29.2%,84,179,46.9,63.1,8.0%,26,49,53.1,21.2%,58,130,44.6
Pau Gasol,CHI,35,72,66,22.2%,120,220,54.5,57.7,18.4%,106,183,57.9,3.7%,14,37,37.8
Paul George,IND,26,81,76,13.0%,93,188,49.5,66.2,3.3%,30,48,62.5,9.7%,63,140,45
Paul Millsap,ATL,31,81,75,17.3%,75,184,40.8,52.7,4.3%,31,46,67.4,13.0%,44,138,31.9
Paul Pierce,LAC,38,68,51,22.4%,33,89,37.1,52.8,2.5%,5,10,50,19.9%,28,79,35.4
Phil Pressey,POR,25,23,12,24.7%,3,19,15.8,21.1,10.4%,1,8,12.5,14.3%,2,11,18.2
Quincy Acy,SAC,25,58,37,33.8%,36,71,50.7,62.7,15.2%,19,32,59.4,18.6%,17,39,43.6
RJ Hunter,BOS,22,35,18,26.9%,11,25,44,66,1.1%,0,1,0,25.8%,11,24,45.8
Rajon Rondo,SAC,30,71,59,18.6%,61,144,42.4,51.4,9.7%,35,75,46.7,8.9%,26,69,37.7
Ramon Sessions,WAS,30,82,59,16.1%,39,95,41.1,53.2,5.1%,16,30,53.3,11.0%,23,65,35.4
Randy Foye,OKC,32,81,52,18.7%,36,90,40,57.2,2.5%,5,12,41.7,16.2%,31,78,39.7
Rashad Vaughn,MIL,19,70,34,23.9%,21,63,33.3,47.6,4.2%,3,11,27.3,19.7%,18,52,34.6
Rasual Butler,SAS,37,46,16,24.0%,13,25,52,72,3.8%,3,4,75,20.2%,10,21,47.6
Raul Neto,UTA,24,81,55,21.6%,41,90,45.6,56.7,7.0%,21,29,72.4,14.6%,20,61,32.8
Ray McCallum,SAS,25,41,16,21.4%,11,31,35.5,46.8,9.0%,4,13,30.8,12.4%,7,18,38.9
Raymond Felton,DAL,32,80,64,17.9%,44,122,36.1,45.5,6.6%,21,45,46.7,11.3%,23,77,29.9
Reggie Bullock,DET,25,37,12,23.5%,13,23,56.5,82.6,2.0%,1,2,50,21.4%,12,21,57.1
Reggie Jackson,DET,26,79,61,8.8%,43,109,39.4,56,1.9%,7,24,29.2,6.8%,36,85,42.4
Richard Jefferson,CLE,36,74,40,21.0%,34,65,52.3,73.8,2.3%,6,7,85.7,18.7%,28,58,48.3
Richaun Holmes,PHI,22,51,30,22.5%,15,50,30,37,6.3%,8,14,57.1,16.2%,7,36,19.4
Ricky Rubio,MIN,25,76,70,28.5%,72,167,43.1,52.4,13.7%,41,80,51.3,14.8%,31,87,35.6
Robert Covington,PHI,25,67,53,15.4%,50,110,45.5,64.1,2.0%,9,14,64.3,13.5%,41,96,42.7
Robert Sacre,LAL,27,25,9,17.3%,7,13,53.8,53.8,17.3%,7,13,53.8,0.0%,0,0,-
Robin Lopez,NYK,28,82,44,10.4%,32,69,46.4,46.4,10.3%,32,68,47.1,0.2%,0,1,0
Rodney Hood,UTA,23,79,66,15.4%,67,150,44.7,61,2.8%,18,27,66.7,12.7%,49,123,39.8
Rodney Stuckey,IND,30,58,36,12.2%,22,54,40.7,47.2,6.6%,15,29,51.7,5.7%,7,25,28
Rondae Hollis-Jefferson,BKN,21,29,15,15.2%,9,21,42.9,45.2,9.4%,8,13,61.5,5.8%,1,8,12.5
Ronnie Price,PHX,33,62,39,26.2%,37,79,46.8,63.3,5.3%,11,16,68.8,20.9%,26,63,41.3
Roy Hibbert,LAL,29,81,57,23.5%,44,96,45.8,45.8,23.3%,44,95,46.3,0.2%,0,1,0
Rudy Gay,SAC,29,69,61,15.0%,71,149,47.7,59.1,5.0%,37,50,74,10.0%,34,99,34.3
Rudy Gobert,UTA,24,61,12,3.4%,5,12,41.7,41.7,3.4%,5,12,41.7,0.0%,0,0,-
Russ Smith,MEM,25,15,2,13.6%,2,3,66.7,83.3,4.5%,1,1,100,9.1%,1,2,50
Russell Westbrook,OKC,27,80,73,14.2%,83,205,40.5,50,5.7%,44,82,53.7,8.5%,39,123,31.7
Ryan Anderson,NOP,28,66,62,23.2%,104,215,48.4,67,4.4%,24,41,58.5,18.8%,80,174,46
Ryan Hollins,MEM,31,37,4,5.1%,3,4,75,75,5.1%,3,4,75,0.0%,0,0,-
Ryan Kelly,LAL,25,36,25,28.2%,15,42,35.7,40.5,12.1%,11,18,61.1,16.1%,4,24,16.7
Salah Mejri,DAL,30,34,4,7.7%,3,6,50,50,7.7%,3,6,50,0.0%,0,0,-
Sasha Kaun,CLE,31,25,1,5.9%,1,1,100,100,5.9%,1,1,100,0.0%,0,0,-
Sasha Vujacic,NYK,32,61,32,21.7%,26,60,43.3,60.8,4.7%,5,13,38.5,17.0%,21,47,44.7
Sean Kilpatrick,BKN,26,31,24,19.3%,18,52,34.6,47.1,3.3%,5,9,55.6,15.9%,13,43,30.2
Serge Ibaka,OKC,26,78,78,38.5%,140,334,41.9,48.4,24.1%,97,209,46.4,14.4%,43,125,34.4
Sergey Karasev,BKN,22,40,10,20.5%,7,15,46.7,63.3,5.5%,2,4,50,15.1%,5,11,45.5
Seth Curry,SAC,25,43,25,23.6%,31,52,59.6,85.6,3.6%,4,8,50,20.0%,27,44,61.4
Shabazz Muhammad,MIN,23,82,56,14.9%,43,101,42.6,53,5.3%,22,36,61.1,9.6%,21,65,32.3
Shabazz Napier,ORL,24,55,24,15.9%,14,32,43.8,59.4,4.5%,4,9,44.4,11.4%,10,23,43.5
Shane Larkin,BKN,23,78,53,18.8%,36,94,38.3,50,6.8%,14,34,41.2,12.0%,22,60,36.7
Shaun Livingston,GSW,30,78,24,6.6%,18,25,72,76,5.0%,16,19,84.2,1.6%,2,6,33.3
Shayne Whittington,IND,25,7,1,9.1%,0,1,0,0,0.0%,0,0,-,9.1%,0,1,0
Shelvin Mack,UTA,26,52,40,22.6%,34,93,36.6,46.8,5.6%,15,23,65.2,17.0%,19,70,27.1
Solomon Hill,IND,25,59,26,20.8%,15,43,34.9,47.7,3.4%,4,7,57.1,17.4%,11,36,30.6
Sonny Weems,PHX,29,43,21,24.8%,9,27,33.3,46.3,10.1%,2,11,18.2,14.7%,7,16,43.8
Spencer Dinwiddie,CHI,23,12,2,3.8%,1,2,50,75,0.0%,0,0,-,3.8%,1,2,50
Spencer Hawes,CHA,28,57,50,30.8%,35,94,37.2,51.6,6.6%,8,20,40,24.3%,27,74,36.5
Stanley Johnson,DET,20,73,64,22.4%,50,134,37.3,51.1,5.0%,13,30,43.3,17.4%,37,104,35.6
Stephen Curry,GSW,28,79,77,16.2%,129,258,50,69,2.9%,31,46,67.4,13.3%,98,212,46.2
Steve Blake,DET,36,58,39,32.9%,35,79,44.3,60.1,7.9%,10,19,52.6,25.0%,25,60,41.7
Steve Novak,MIL,33,10,2,11.1%,1,2,50,75,0.0%,0,0,-,11.1%,1,2,50
Steven Adams,OKC,22,80,15,3.8%,12,16,75,75,3.8%,12,16,75,0.0%,0,0,-
TJ McConnell,PHI,24,81,48,17.7%,33,82,40.2,53.7,3.7%,11,17,64.7,14.0%,22,65,33.8
TJ Warren,PHX,22,47,30,12.3%,27,54,50,58.3,6.6%,18,29,62.1,5.7%,9,25,36
Taj Gibson,CHI,31,73,24,5.2%,15,26,57.7,57.7,5.0%,15,25,60,0.2%,0,1,0
Tarik Black,LAL,24,39,7,7.7%,5,8,62.5,62.5,7.7%,5,8,62.5,0.0%,0,0,-
Tayshaun Prince,MIN,36,77,39,27.3%,29,62,46.8,48.4,22.0%,27,50,54,5.3%,2,12,16.7
Terrence Jones,HOU,24,50,34,16.2%,26,59,44.1,56.8,4.7%,11,17,64.7,11.5%,15,42,35.7
Terrence Ross,TOR,25,72,50,15.6%,44,96,45.8,63,2.8%,11,17,64.7,12.8%,33,79,41.8
Terry Rozier,BOS,22,38,10,12.6%,3,13,23.1,26.9,4.9%,2,5,40,7.8%,1,8,12.5
Thabo Sefolosha,ATL,32,75,54,28.7%,43,106,40.6,50.9,8.7%,21,32,65.6,20.1%,22,74,29.7
Thaddeus Young,BKN,28,73,54,8.8%,40,84,47.6,50,7.0%,36,67,53.7,1.8%,4,17,23.5
Thomas Robinson,BKN,25,71,16,6.2%,8,18,44.4,44.4,5.8%,8,17,47.1,0.3%,0,1,0
Tiago Splitter,ATL,31,36,6,3.9%,2,6,33.3,33.3,3.2%,2,5,40,0.6%,0,1,0
Tibor Pleiss,UTA,26,12,3,16.0%,2,4,50,50,12.0%,2,3,66.7,4.0%,0,1,0
Tim Duncan,SAS,40,61,37,13.2%,20,58,34.5,34.5,13.2%,20,58,34.5,0.0%,0,0,-
Tim Frazier,NOP,25,51,23,17.5%,19,40,47.5,57.5,6.6%,11,15,73.3,10.9%,8,25,32
Tim Hardaway Jr.,ATL,24,51,38,27.8%,34,73,46.6,63.7,4.9%,9,13,69.2,22.8%,25,60,41.7
Timofey Mozgov,CLE,29,76,39,15.9%,29,57,50.9,51.8,14.2%,28,51,54.9,1.7%,1,6,16.7
Tobias Harris,DET,23,75,68,18.8%,73,164,44.5,59.1,3.9%,25,34,73.5,14.9%,48,130,36.9
Toney Douglas,NOP,30,61,50,28.1%,54,125,43.2,59.6,5.8%,13,26,50,22.2%,41,99,41.4
Tony Allen,MEM,34,64,51,18.6%,45,87,51.7,59.8,11.5%,31,54,57.4,7.1%,14,33,42.4
Tony Parker,SAS,34,72,54,15.0%,59,106,55.7,59.4,11.7%,51,83,61.4,3.2%,8,23,34.8
Tony Snell,CHI,24,64,45,23.9%,35,81,43.2,59.9,3.8%,8,13,61.5,20.1%,27,68,39.7
Tony Wroten,NYK,23,8,5,13.8%,2,9,22.2,33.3,0.0%,0,0,-,13.8%,2,9,22.2
Trevor Ariza,HOU,31,81,79,32.6%,135,279,48.4,65.6,6.2%,39,53,73.6,26.4%,96,226,42.5
Trevor Booker,UTA,28,79,40,15.0%,26,58,44.8,54.3,7.8%,15,30,50,7.2%,11,28,39.3
Trey Burke,UTA,23,64,43,13.2%,35,84,41.7,55.4,3.9%,12,25,48,9.3%,23,59,39
Trey Lyles,UTA,20,80,57,31.0%,52,135,38.5,51.5,10.3%,17,45,37.8,20.7%,35,90,38.9
Tristan Thompson,CLE,25,82,18,4.3%,12,18,66.7,66.7,4.3%,12,18,66.7,0.0%,0,0,-
Troy Daniels,CHA,24,43,25,24.6%,30,46,65.2,95.7,2.1%,2,4,50,22.5%,28,42,66.7
Ty Lawson,IND,28,66,47,25.2%,31,89,34.8,46.6,9.1%,10,32,31.3,16.1%,21,57,36.8
Tyler Ennis,MIL,21,46,18,13.4%,10,25,40,52,2.7%,4,5,80,10.7%,6,20,30
Tyler Hansbrough,CHA,30,44,6,8.5%,3,6,50,66.7,4.2%,1,3,33.3,4.2%,2,3,66.7
Tyler Johnson,MIA,24,36,28,19.8%,23,48,47.9,59.4,7.9%,12,19,63.2,12.0%,11,29,37.9
Tyler Zeller,BOS,26,59,37,22.9%,26,66,39.4,39.4,22.9%,26,66,39.4,0.0%,0,0,-
Tyreke Evans,NOP,26,25,23,16.3%,18,51,35.3,50,4.2%,3,13,23.1,12.1%,15,38,39.5
Tyson Chandler,PHX,33,66,28,11.5%,16,36,44.4,44.4,11.2%,16,35,45.7,0.3%,0,1,0
Tyus Jones,MIN,20,37,17,18.6%,11,29,37.9,48.3,4.5%,5,7,71.4,14.1%,6,22,27.3
Udonis Haslem,MIA,36,37,10,19.7%,1,12,8.3,12.5,8.2%,0,5,0,11.5%,1,7,14.3
Victor Oladipo,ORL,24,71,66,19.2%,83,182,45.6,56.3,7.2%,44,68,64.7,12.0%,39,114,34.2
Vince Carter,MEM,39,60,30,14.9%,18,51,35.3,52,0.9%,1,3,33.3,14.0%,17,48,35.4
Wayne Ellington,BKN,28,76,55,20.5%,42,115,36.5,50,5.5%,11,31,35.5,15.0%,31,84,36.9
Wesley Johnson,LAC,28,80,66,30.3%,57,156,36.5,50.6,6.2%,13,32,40.6,24.1%,44,124,35.5
Wesley Matthews,DAL,29,78,72,29.3%,102,250,40.8,59.8,2.7%,7,23,30.4,26.6%,95,227,41.9
Will Barton,DEN,25,82,55,11.2%,43,110,39.1,50,3.2%,19,31,61.3,8.0%,24,79,30.4
Willie Cauley-Stein,SAC,22,65,20,8.9%,16,30,53.3,53.3,8.3%,16,28,57.1,0.6%,0,2,0
Willie Reed,BKN,26,39,11,8.3%,2,11,18.2,18.2,8.3%,2,11,18.2,0.0%,0,0,-
Xavier Munford,MEM,24,14,8,14.5%,6,11,54.5,68.2,6.6%,3,5,60,7.9%,3,6,50
Zach LaVine,MIN,21,82,68,16.8%,77,160,48.1,62.8,5.5%,30,53,56.6,11.2%,47,107,43.9
Zach Randolph,MEM,34,68,57,12.1%,55,110,50,51.8,10.4%,51,94,54.3,1.8%,4,16,25
